Name	Classification	Specific_Tissue	Sex_Expression	Diff_Sex	log2_FC	Involved_in_Maturation	Involved_in_Growth
Transcript_262148.0	Others				0.026062050538541746	False	False
Transcript_257970.0	Others				1.6200331923267872	False	False
Transcript_42232.0	Tissue Specific	Gonad				False	False
Transcript_148558.0	Others					False	True
Transcript_79599.0	Not Expressed					False	False
Transcript_90247.0	Others					False	True
Transcript_150184.0	Tissue Specific	Heart				False	False
Transcript_23910.0	Others					False	False
Transcript_209570.0	Others				0.6228001448077514	False	False
Transcript_13829.0	Tissue Specific	Brain				False	False
Transcript_38156.0	Others				0.280787849546408	False	False
Transcript_22404.0	Others				0.4760562331128079	False	False
Transcript_137119.0	Tissue Specific	Brain				False	True
Transcript_158940.0	Tissue Specific	Gonad	Female			False	True
Transcript_164977.0	Others					False	False
Transcript_45889.0	Tissue Specific	Brain				False	False
Transcript_150180.0	Tissue Specific	Lung	Female			False	False
Transcript_174392.0	Others					False	False
Transcript_68931.0	Tissue Specific	Brain	Male			False	False
Transcript_150155.0	Tissue Specific	Lung				False	False
Transcript_148897.0	Others					False	False
Transcript_179786.0	Others				0.17852353765373064	False	False
Transcript_265032.0	Tissue Specific	Gonad				False	False
Transcript_236266.0	Tissue Specific	Brain	Female			False	True
Transcript_36157.0	Others					False	False
Transcript_150147.0	Tissue Specific	Brain	Male			False	True
Transcript_52441.0	Tissue Specific	Brain	Male			False	False
Transcript_228268.0	Others					False	False
Transcript_64142.0	Others				1.3001638589731375	False	False
Transcript_150144.0	Tissue Specific	Skin	Male			False	False
Transcript_194889.0	Others					False	False
Transcript_38094.0	Tissue Specific	Brain	Male			False	False
Transcript_150125.0	Tissue Specific	Brain				False	False
Transcript_61228.0	Tissue Specific	Brain	Female			False	False
Transcript_24135.0	Others				1.5716828861533094	False	False
Transcript_226983.0	Others				0.6346370223150114	False	False
Transcript_15012.0	Others				0.017361530245583626	False	False
Transcript_261794.0	Others			Male	2.591942299621685	False	False
Transcript_267636.0	Others					False	False
Transcript_150117.0	Tissue Specific	Brain	Female			False	False
Transcript_151704.0	Tissue Specific	Brain	Female			False	False
Transcript_138311.0	Others				1.174889694257878	False	True
Transcript_193261.0	Others				2.4136754060005328	False	False
Transcript_257845.0	Tissue Specific	Brain				False	False
Transcript_33439.0	Others					False	False
Transcript_188129.0	Others				0.01986546172525641	False	False
Transcript_48429.0	Others				1.9196711930303387	False	False
Transcript_225255.0	Others				0.5683274745544045	False	False
Transcript_101452.0	Others				0.664085717184768	False	False
Transcript_46812.0	Tissue Specific	Skin	Male			False	True
Transcript_139964.0	Others					False	False
Transcript_37066.0	Others					False	False
Transcript_14061.0	Others				0.1870061266382321	False	False
Transcript_37644.0	Tissue Specific	Skin	Male		1.8656063772463014	False	False
Transcript_272887.0	Others					False	False
Transcript_150003.0	Tissue Specific	Brain				False	False
Transcript_281454.0	Others				0.5020025145386353	False	False
Transcript_24164.0	Others					False	False
Transcript_265648.0	Others					False	False
Transcript_143205.0	Tissue Specific	Brain				False	False
Transcript_32530.0	Tissue Specific	Kidney				False	False
Transcript_250147.0	Others					False	False
Transcript_258060.0	Tissue Specific	Brain	Male			False	False
Transcript_50995.0	Tissue Specific	Brain				False	False
Transcript_149914.0	Tissue Specific	Skin	Male			False	False
Transcript_151826.0	Others					False	False
Transcript_258876.0	Others					False	True
Transcript_101908.0	Tissue Specific	Skin	Male			False	False
Transcript_267073.0	Tissue Specific	Brain				False	False
Transcript_166564.0	Others					False	False
Transcript_79282.0	Others					False	False
Transcript_149906.0	Tissue Specific	Brain				False	False
Transcript_46286.0	Others					False	False
Transcript_149871.0	Others					False	False
Transcript_229112.0	Tissue Specific	Brain				False	False
Transcript_14983.0	Others				1.4662254242470105	False	False
Transcript_88032.0	Tissue Specific	Gonad	Female			False	False
Transcript_89469.0	Tissue Specific	Gonad	Female			False	True
Transcript_219584.0	Expressed in All				0.005270883724155025	False	False
Transcript_14981.0	Others				1.4721807902413389	False	False
Transcript_146890.0	Others					False	True
Transcript_258249.0	Tissue Specific	Gonad	Female			False	True
Transcript_141640.0	Others				0.429308355629965	False	False
Transcript_256175.0	Tissue Specific	Gonad	Female			False	True
Transcript_238502.0	Tissue Specific	Brain				False	False
Transcript_242399.0	Others				0.7634947747053652	False	False
Transcript_187342.0	Tissue Specific	Brain			0.20455768244994008	False	False
Transcript_209040.0	Others				0.7230661648839938	False	False
Transcript_271844.0	Others				1.8428496404899923	False	False
Transcript_24194.0	Others				0.5522907163593197	False	False
Transcript_171455.0	Tissue Specific	Gonad	Female			False	True
Transcript_13756.0	Expressed in All				0.9203268434095145	False	False
Transcript_226167.0	Others					False	False
Transcript_77057.0	Others					False	False
Transcript_42327.0	Others					False	False
Transcript_97810.0	Tissue Specific	Brain				False	False
Transcript_157466.0	Tissue Specific	Gonad	Female			False	True
Transcript_100946.0	Others				1.6030773259932505	False	False
Transcript_67124.0	Tissue Specific	Skin	Male			False	False
Transcript_272479.0	Others					False	False
Transcript_249964.0	Others				1.5268713398203013	False	False
Transcript_149777.0	Others					False	False
Transcript_67699.0	Tissue Specific	Gonad	Female			False	True
Transcript_21571.0	Others					False	False
Transcript_94085.0	Tissue Specific	Skin	Female			False	False
Transcript_68721.0	Others					False	False
Transcript_14967.0	Tissue Specific	Brain	Male			False	True
Transcript_143858.0	Others			Male	inf	False	False
Transcript_159610.0	Not Expressed					False	False
Transcript_16660.0	Others				0.5035947728156583	False	False
Transcript_192672.0	Others					False	False
Transcript_73410.0	Others				0.16790688087861647	False	False
Transcript_149627.0	Others					False	True
Transcript_101118.0	Others					False	False
Transcript_149618.0	Tissue Specific	Brain				False	False
Transcript_26698.0	Tissue Specific	Skin	Female		1.7176012928821387	False	False
Transcript_97895.0	Others					False	True
Transcript_151325.0	Others					False	True
Transcript_131401.0	Others				0.4301873396803576	False	False
Transcript_18240.0	Others				0.11896293311800972	False	False
Transcript_170983.0	Tissue Specific	Heart				False	False
Transcript_149567.0	Not Expressed					False	False
Transcript_101422.0	Others					False	False
Transcript_149563.0	Tissue Specific	Brain	Female			False	False
Transcript_270371.0	Others				1.3638421675685197	False	False
Transcript_145688.0	Others					False	False
Transcript_123380.0	Tissue Specific	Gonad	Female	Female	2.8298333330794314	False	False
Transcript_19834.0	Others				1.0461013425951835	False	False
Transcript_179503.0	Others					False	False
Transcript_58616.0	Others					False	False
Transcript_160771.0	Others					False	False
Transcript_46961.0	Others					False	False
Transcript_97473.0	Tissue Specific	Gonad	Female			False	True
Transcript_14955.0	Others				0.745508902148983	False	False
Transcript_238306.0	Tissue Specific	Lung	Female			False	False
Transcript_52645.0	Others					False	False
Transcript_149506.0	Tissue Specific	Brain	Male			False	False
Transcript_123215.0	Others				0.23916168614931946	False	False
Transcript_101902.0	Others					False	False
Transcript_104063.0	Tissue Specific	Skin	Male	Male	3.0641270800922333	False	False
Transcript_153989.0	Others					False	False
Transcript_55598.0	Tissue Specific	Lung				False	False
Transcript_149489.0	Tissue Specific	Brain				False	False
Transcript_271761.0	Tissue Specific	Brain	Male			False	False
Transcript_101092.0	Others					False	False
Transcript_74647.0	Tissue Specific	Skin	Male			False	False
Transcript_101251.0	Tissue Specific	Brain	Female			False	False
Transcript_37092.0	Others					False	False
Transcript_158377.0	Tissue Specific	Liver	Female	Female	5.642471348407333	False	False
Transcript_162499.0	Tissue Specific	Gonad	Female			False	True
Transcript_200797.0	Others				0.610542180323812	False	False
Transcript_41038.0	Others					False	False
Transcript_84218.0	Tissue Specific	Gonad	Female			False	True
Transcript_234612.0	Others				2.176206274870527	False	False
Transcript_139138.0	Tissue Specific	Kidney	Male			False	False
Transcript_209623.0	Others				0.48584675694442375	False	False
Transcript_230235.0	Others					False	False
Transcript_203244.0	Others					False	False
Transcript_269797.0	Tissue Specific	Brain				False	False
Transcript_269719.0	Others					False	False
Transcript_149441.0	Tissue Specific	Skin	Male			False	False
Transcript_242890.0	Others				0.9661481323105771	False	False
Transcript_231300.0	Others			Female	2.6307394613338086	False	False
Transcript_149434.0	Tissue Specific	Muscle				False	False
Transcript_176764.0	Tissue Specific	Gonad	Male			False	True
Transcript_272189.0	Others					False	False
Transcript_27067.0	Others					False	False
Transcript_197304.0	Tissue Specific	Gonad	Female			False	True
Transcript_171478.0	Tissue Specific	Brain				False	False
Transcript_27489.1	Tissue Specific	Gonad	Male			False	False
Transcript_255832.0	Others					False	False
Transcript_96540.0	Tissue Specific	Brain	Female			False	False
Transcript_272124.0	Others					False	False
Transcript_160390.0	Others					False	False
Transcript_46200.0	Others					False	False
Transcript_19522.0	Others					False	True
Transcript_104757.0	Tissue Specific	Lung				False	False
Transcript_154473.0	Tissue Specific	Brain				False	False
Transcript_120311.0	Expressed in All				0.7436010374997349	False	False
Transcript_91540.0	Tissue Specific	Skin	Male			False	False
Transcript_273790.0	Others					False	False
Transcript_149180.0	Tissue Specific	Brain	Male			False	False
Transcript_49380.0	Tissue Specific	Skin	Female			False	False
Transcript_147784.0	Others					False	False
Transcript_95055.0	Tissue Specific	Brain				False	False
Transcript_211697.0	Expressed in All				0.37702492687703865	False	False
Transcript_53544.0	Tissue Specific	Brain	Male			False	False
Transcript_149372.0	Tissue Specific	Brain	Female			False	False
Transcript_237753.0	Others					False	False
Transcript_26227.0	Others					False	False
Transcript_173525.0	Tissue Specific	Skin	Female	Female	5.827509807184452	False	False
Transcript_62834.0	Tissue Specific	Muscle				False	False
Transcript_253678.0	Others				0.08262771258157177	False	False
Transcript_165443.0	Tissue Specific	Brain	Female			False	False
Transcript_257951.0	Others					False	False
Transcript_243078.0	Others				0.3882787292971995	False	False
Transcript_273083.0	Others				0.6613766832676775	False	True
Transcript_149325.0	Others				0.2068132324628436	False	False
Transcript_208189.0	Others					False	False
Transcript_240227.0	Others					False	False
Transcript_223445.0	Others				0.3319447084669077	False	False
Transcript_226922.0	Others				0.5333669067584319	False	False
Transcript_27539.0	Others					False	False
Transcript_140149.0	Others				1.77794690876752	False	False
Transcript_149301.0	Others					False	False
Transcript_266616.0	Others					False	True
Transcript_38554.0	Others					False	False
Transcript_95299.0	Others					False	False
Transcript_149269.0	Tissue Specific	Skin	Female	Female	4.23485795337475	False	False
Transcript_168329.0	Tissue Specific	Kidney	Female			False	False
Transcript_110740.0	Others					False	False
Transcript_14924.0	Tissue Specific	Brain				False	False
Transcript_123203.0	Tissue Specific	Skin	Female		1.0952970553310795	False	False
Transcript_27400.0	Others				0.2512118419607145	False	False
Transcript_270412.0	Others					False	False
Transcript_114311.0	Others				0.5672840960494187	False	False
Transcript_161514.0	Others					False	False
Transcript_256789.0	Others					False	False
Transcript_274547.0	Others				0.6003486033691888	False	False
Transcript_271138.0	Others					False	False
Transcript_258904.0	Others					False	False
Transcript_67080.0	Others					False	False
Transcript_260228.0	Tissue Specific	Brain	Male			False	False
Transcript_149183.0	Others					False	False
Transcript_100187.0	Tissue Specific	Gonad	Female			False	True
Transcript_273831.0	Others				0.8307522811416901	False	True
Transcript_246579.0	Others				0.7812280223323598	False	False
Transcript_19049.0	Others				0.15438317190401846	False	False
Transcript_244502.0	Others					False	False
Transcript_232125.0	Others					False	False
Transcript_152325.0	Others					False	False
Transcript_83802.0	Others					False	False
Transcript_24313.0	Tissue Specific	Lung				False	False
Transcript_247682.0	Tissue Specific	Skin	Female		1.9396010109537234	False	False
Transcript_149173.0	Others					False	False
Transcript_63806.0	Others					False	False
Transcript_102637.0	Tissue Specific	Gonad	Male			False	False
Transcript_139735.0	Tissue Specific	Brain	Male			False	False
Transcript_274064.0	Others				0.21406834985876214	False	False
Transcript_149114.0	Tissue Specific	Gonad	Female			False	True
